,appMatrName,edName,apptName,status
1167,公开募集基金募集申请注册-汇添富丰泰纯债债券型证券投资基金,机构部,汇添富基金管理股份有限公司,接收材料@20230531-->受理通知@20230606-->
1168,合格境外投资者资格许可,机构部,浙商国际金融控股有限公司,接收材料@20230531-->受理通知@20230531-->一次书面反馈@20230608-->
1169,公开募集基金募集申请注册-宝盈中债0-5年政策性金融债指数证券投资基金,机构部,宝盈基金管理有限公司,接收材料@20230531-->受理通知@20230606-->
1170,上市公司向特定对象发行股票注册,发行部,苏州伟创电气科技股份有限公司,接收材料@20230531-->
1171,上市公司向不特定对象发行股票注册,发行部,东风电子科技股份有限公司,接收材料@20230531-->
1172,上市公司向特定对象发行股票注册,发行部,北京东土科技股份有限公司,接收材料@20230531-->
1173,公开募集基金募集申请注册-景顺长城保守养老目标一年持有期混合型基金中基金（FOF）,机构部,景顺长城基金管理有限公司,接收材料@20230531-->受理通知@20230606-->
1174,公开募集基金募集申请注册-国泰君安稳利阿尔法债券型发起式证券投资基金,机构部,上海国泰君安证券资产管理有限公司,接收材料@20230531-->
1175,公开募集基金变更注册-长江新兴产业混合型发起式证券投资基金,机构部,长江证券（上海）资产管理有限公司,接收材料@20230530-->受理通知@20230606-->
1176,公开募集基金募集申请注册-天弘商用飞机产业股票型发起式证券投资基金,机构部,天弘基金管理有限公司,接收材料@20230530-->
1177,公司首次公开发行股票注册,发行部,陕西华达科技股份有限公司,接收材料@20230530-->
1178,公开募集基金募集申请注册-富达裕达纯债债券型证券投资基金,机构部,富达基金管理（中国）有限公司,接收材料@20230530-->受理通知@20230606-->行政许可决定书@20230822-->
1179,公开募集基金募集申请注册-鹏华稳鑫中短债债券型证券投资基金,机构部,鹏华基金管理有限公司,接收材料@20230530-->受理通知@20230606-->
1180,公开募集基金募集申请注册-兴证全球恒嘉30天持有期债券型证券投资基金,机构部,兴证全球基金管理有限公司,接收材料@20230530-->受理通知@20230606-->
1181,公开募集基金募集申请注册-华夏罗素美国人工智能交易型开放式指数证券投资基金（QDII）,机构部,华夏基金管理有限公司,接收材料@20230530-->补正通知@20230606-->
1182,公开募集基金募集申请注册-华商中小盘成长混合型证券投资基金,机构部,华商基金管理有限公司,接收材料@20230530-->受理通知@20230606-->一次书面反馈@20230727-->
1183,公司首次公开发行股票注册,发行部,湖南崇德科技股份有限公司,接收材料@20230530-->
1184,公开募集基金募集申请注册-摩根士丹利华鑫丰泽39个月封闭式债券型证券投资基金,机构部,摩根士丹利华鑫基金管理有限公司,接收材料@20230530-->补正通知@20230606-->
1185,公开募集基金募集申请注册-太平先进制造混合型发起式证券投资基金,机构部,太平基金管理有限公司,接收材料@20230529-->补正通知@20230602-->接收补正材料@20231010-->受理通知@20231012-->
1186,公开募集基金募集申请注册-工银瑞信价值精选混合型证券投资基金,机构部,工银瑞信基金管理有限公司,接收材料@20230529-->受理通知@20230602-->行政许可决定书@20230804-->
1187,公司首次公开发行股票注册,发行部,福建侨龙应急装备股份有限公司,接收材料@20230529-->
1188,公司首次公开发行股票注册,发行部,广州多浦乐电子科技股份有限公司,接收材料@20230529-->
1189,公司首次公开发行股票注册,发行部,芜湖福赛科技股份有限公司,接收材料@20230529-->
1190,公司首次公开发行股票注册,发行部,南京波长光电科技股份有限公司,接收材料@20230529-->
1191,公司首次公开发行股票注册,发行部,浙江斯菱汽车轴承股份有限公司,接收材料@20230529-->
1192,公募基金管理公司设立境内子公司审批,机构部,华安基金管理有限公司,接收材料@20230529-->补正通知@20230605-->
1193,上市公司向特定对象发行股票注册,发行部,广州万孚生物技术股份有限公司,接收材料@20230526-->
1194,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,开能健康科技集团股份有限公司,接收材料@20230526-->
1195,上市公司向特定对象发行股票注册,发行部,合肥常青机械股份有限公司,接收材料@20230526-->
1196,公司首次公开发行股票注册,发行部,安徽万邦医药科技股份有限公司,接收材料@20230526-->
1197,公司首次公开发行股票注册,发行部,泰凌微电子（上海）股份有限公司,接收材料@20230526-->
1198,公司首次公开发行股票注册,发行部,上海儒竞科技股份有限公司,接收材料@20230526-->
1199,公司首次公开发行股票注册,发行部,华虹半导体有限公司,接收材料@20230526-->
1200,公开募集基金募集申请注册-华泰柏瑞上证超长期国债交易型开放式指数证券投资基金,机构部,华泰柏瑞基金管理有限公司,接收材料@20230616-->补正通知@20230626-->
1201,公开募集基金募集申请注册-华泰柏瑞养老目标日期2035三年持有期混合型发起式基金中基金（FOF）,机构部,华泰柏瑞基金管理有限公司,接收材料@20230612-->受理通知@20230619-->
1202,公开募集基金募集申请注册-兴业中证港股通互联网指数型发起式证券投资基金,机构部,兴业基金管理有限公司,接收材料@20230609-->补正通知@20230615-->接收补正材料@20230821-->受理通知@20230824-->
1203,公开募集基金募集申请注册-天弘月月兴30天持有期债券型证券投资基金,机构部,天弘基金管理有限公司,接收材料@20230531-->受理通知@20230606-->
1204,公开募集基金募集申请注册-银华乐水平衡混合型发起式证券投资基金,机构部,银华基金管理股份有限公司,接收材料@20230529-->
1205,公开募集基金募集申请注册-东方数字经济混合型证券投资基金,机构部,东方基金管理股份有限公司,接收材料@20230529-->受理通知@20230602-->
1206,公开募集基金募集申请注册-南方悦享稳健添利债券型证券投资基金,机构部,南方基金管理股份有限公司,接收材料@20230529-->受理通知@20230602-->
1207,公开募集基金募集申请注册-南方富时中国国企开放共赢交易型开放式指数证券投资基金发起式联接基金,机构部,南方基金管理股份有限公司,接收材料@20230526-->受理通知@20230531-->行政许可决定书@20230815-->
1208,公开募集基金募集申请注册-国联安恒通3个月定期开放纯债债券型证券投资基金,机构部,国联安基金管理有限公司,接收材料@20230526-->受理通知@20230531-->
1209,公开募集基金募集申请注册-易米鑫选品质混合型证券投资基金,机构部,易米基金管理有限公司,接收材料@20230526-->补正通知@20230531-->接收补正材料@20230705-->受理通知@20230710-->行政许可决定书@20230822-->
1210,公开募集基金募集申请注册-易方达中证绿色电力交易型开放式指数证券投资基金发起式联接基金,机构部,易方达基金管理有限公司,接收材料@20230526-->受理通知@20230531-->行政许可决定书@20230803-->
1211,公开募集基金募集申请注册-中欧稳悦120天持有期债券型证券投资基金,机构部,中欧基金管理有限公司,接收材料@20230526-->受理通知@20230531-->
1212,公开募集基金募集申请注册-华泰柏瑞远景成长混合型证券投资基金,机构部,华泰柏瑞基金管理有限公司,接收材料@20230526-->受理通知@20230601-->行政许可决定书@20230804-->
1213,公开募集基金募集申请注册-海富通产业优选混合型证券投资基金,机构部,海富通基金管理有限公司,接收材料@20230526-->受理通知@20230531-->行政许可决定书@20230815-->
1214,公开募集基金募集申请注册-招商纳斯达克100交易型开放式指数证券投资基金发起式联接基金（QDII）,机构部,招商基金管理有限公司,接收材料@20230526-->受理通知@20230531-->行政许可决定书@20230905-->
1215,公开募集基金募集申请注册-银华致淳债券型证券投资基金,机构部,银华基金管理股份有限公司,接收材料@20230526-->受理通知@20230531-->一次书面反馈@20231018-->
1216,公募基金管理公司变更持有百分之五以上股权的股东、持股不足百分之五但对公司治理有重大影响的股东或者实际控制人审批,机构部,中邮创业基金管理股份有限公司,接收材料@20230526-->补正通知@20230602-->补正材料交接@NA-->接收补正材料@20231011-->受理通知@20231011-->
1217,公开募集基金募集申请注册-富国价值成长混合型证券投资基金,机构部,富国基金管理有限公司,接收材料@20230526-->受理通知@20230531-->行政许可决定书@20230803-->
1218,股份公司向特定对象发行股票导致证券持有人累计超过200人或股东人数超过200人的非上市公众公司向特定对象发行股票注册,公众公司部,哈尔滨电气股份有限公司,接收材料@20230526-->补正通知@20230602-->补正材料交接@NA-->接收补正材料@20230625-->受理通知@20230626-->一次书面反馈@20230704-->书面回复交接@NA-->接收书面回复@20230816-->行政许可决定书@20230825-->
1219,公开募集基金募集申请注册-中航瑞安利率债三个月定期开放债券型证券投资基金,机构部,中航基金管理有限公司,接收材料@20230526-->受理通知@20230531-->
1220,公开募集基金募集申请注册-路博迈中国绿色债券债券型证券投资基金,机构部,路博迈基金管理（中国）有限公司,接收材料@20230526-->受理通知@20230531-->行政许可决定书@20230911-->
1221,公开募集基金募集申请注册-华安月月鑫30天持有期债券型发起式证券投资基金,机构部,华安基金管理有限公司,接收材料@20230526-->受理通知@20230531-->
1222,公司首次公开发行股票注册,发行部,浙江数智交院科技股份有限公司,接收材料@20230526-->
1223,上市公司向特定对象发行股票注册,发行部,甘李药业股份有限公司,接收材料@20230526-->
1224,上市公司向特定对象发行股票注册,发行部,中节能铁汉生态环境股份有限公司,接收材料@20230525-->
1225,合格境外投资者资格许可,机构部,新加坡瀚朗科技有限公司,接收材料@20230525-->受理通知@20230525-->行政许可决定书@20230607-->
1226,公开募集基金募集申请注册-易方达中证红利低波动交易型开放式指数证券投资基金,机构部,易方达基金管理有限公司,接收材料@20230525-->受理通知@20230531-->行政许可决定书@20230627-->
1227,公开募集基金募集申请注册-中信建投致远混合型证券投资基金,机构部,中信建投基金管理有限公司,接收材料@20230525-->受理通知@20230531-->行政许可决定书@20230811-->
1228,公开募集基金变更注册-长信120天滚动持有债券型证券投资基金,机构部,长信基金管理有限责任公司,接收材料@20230525-->
1229,公开募集基金募集申请注册-恒生前海汇荣39个月封闭式债券型证券投资基金,机构部,恒生前海基金管理有限公司,接收材料@20230525-->
1230,合格境外投资者资格许可,机构部,亚丁金融集团有限公司,接收材料@20230525-->受理通知@20230525-->一次书面反馈@20230530-->
1231,上市公司向特定对象发行股票注册,发行部,雪天盐业集团股份有限公司,接收材料@20230525-->
1232,公开募集基金募集申请注册-景顺长城国证2000交易型开放式指数证券投资基金,机构部,景顺长城基金管理有限公司,接收材料@20230524-->受理通知@20230531-->行政许可决定书@20230706-->
1233,公开募集基金募集申请注册-华泰柏瑞中证油气产业交易型开放式指数证券投资基金,机构部,华泰柏瑞基金管理有限公司,接收材料@20230524-->补正通知@20230601-->接收补正材料@20230810-->受理通知@20230914-->
1234,公开募集基金变更注册-招商回报优选混合型证券投资基金,机构部,招商基金管理有限公司,接收材料@20230524-->
1235,向不特定合格投资者公开发行股票并在北京证券交易所上市注册,公众公司部,平顶山东方碳素股份有限公司,接收材料@20230523-->
1236,公开募集基金变更注册-摩根中证500指数增强型证券投资基金,机构部,摩根基金管理（中国）有限公司,接收材料@20230524-->
1237,上市公司向特定对象发行股票注册,发行部,江苏扬电科技股份有限公司,接收材料@20230523-->
1238,公开募集基金募集申请注册-国寿安保泰悦3个月滚动持有债券型证券投资基金,机构部,国寿安保基金管理有限公司,接收材料@20230523-->受理通知@20230529-->
1239,公开募集基金变更注册-金鹰添利债券型证券投资基金,机构部,金鹰基金管理有限公司,接收材料@20230523-->
1240,上市公司向特定对象发行股票注册,发行部,浙江伟星实业发展股份有限公司,接收材料@20230523-->
1241,上市公司向特定对象发行股票注册,发行部,陈克明食品股份有限公司,接收材料@20230523-->
1242,公司首次公开发行股票注册,发行部,九江德福科技股份有限公司,接收材料@20230523-->
1243,公开募集基金募集申请注册-南方中证算力基础设施主题交易型开放式指数证券投资基金,机构部,南方基金管理股份有限公司,接收材料@20230523-->补正通知@20230529-->
1244,公司首次公开发行股票注册,发行部,威马农机股份有限公司,接收材料@20230522-->
1245,公司首次公开发行股票注册,发行部,北京科净源科技股份有限公司,接收材料@20230522-->
1246,公司首次公开发行股票注册,发行部,杭州民生健康药业股份有限公司,接收材料@20230522-->
1247,公司首次公开发行股票注册,发行部,深圳市三态电子商务股份有限公司,接收材料@20230522-->
1248,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,江苏纽泰格科技集团股份有限公司,接收材料@20230522-->
1249,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,山东恒邦冶炼股份有限公司,接收材料@20230512-->
1250,公开募集基金募集申请注册-天弘工盈三个月持有期债券型证券投资基金,机构部,天弘基金管理有限公司,接收材料@20230531-->受理通知@20230606-->
1251,公开募集基金募集申请注册-诺安品质优选一年持有期混合型证券投资基金,机构部,诺安基金管理有限公司,接收材料@20230530-->
1252,公开募集基金募集申请注册-大成兴远启航混合型证券投资基金,机构部,大成基金管理有限公司,接收材料@20230530-->受理通知@20230606-->行政许可决定书@20230817-->
1253,公开募集基金募集申请注册-天弘成渝双城主题30天持有期债券型发起式证券投资基金,机构部,天弘基金管理有限公司,接收材料@20230526-->
1254,公开募集基金变更注册-华泰紫金悦享3个月持有期债券型证券投资基金,机构部,华泰证券（上海）资产管理有限公司,接收材料@20230526-->受理通知@20230531-->
1255,公开募集基金募集申请注册-天弘鼎利债券型证券投资基金,机构部,天弘基金管理有限公司,接收材料@20230526-->受理通知@20230531-->
1256,公开募集基金募集申请注册-国泰富时中国国企开放共赢交易型开放式指数证券投资基金发起式联接基金,机构部,国泰基金管理有限公司,接收材料@20230524-->受理通知@20230531-->行政许可决定书@20230815-->
1257,公开募集基金募集申请注册-万家趋势领先混合型证券投资基金,机构部,万家基金管理有限公司,接收材料@20230524-->受理通知@20230531-->行政许可决定书@20230725-->
1258,公开募集基金募集申请注册-华夏国企红利混合型发起式证券投资基金,机构部,华夏基金管理有限公司,接收材料@20230523-->受理通知@20230529-->行政许可决定书@20230811-->
1259,公开募集基金募集申请注册-兴业安康稳健养老目标一年持有期混合型发起式基金中基金（FOF）,机构部,兴业基金管理有限公司,接收材料@20230523-->补正通知@20230529-->接收补正材料@20230727-->受理通知@20230807-->
1260,公开募集基金募集申请注册-景顺长城标普消费精选交易型开放式指数证券投资基金（QDII）,机构部,景顺长城基金管理有限公司,接收材料@20230523-->受理通知@20230529-->行政许可决定书@20230811-->
1261,向不特定合格投资者公开发行股票并在北京证券交易所上市注册,公众公司部,浙江豪声电子科技股份有限公司,接收材料@20230522-->
1262,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,成都盟升电子技术股份有限公司,接收材料@20230519-->
1263,公开募集基金募集申请注册-国新国证鑫盛9个月定期开放债券型发起式证券投资基金,机构部,国新国证基金管理有限公司,接收材料@20230519-->
1264,公开募集基金募集申请注册-鹏华道琼斯工业平均交易型开放式指数证券投资基金（QDII）,机构部,鹏华基金管理有限公司,接收材料@20230519-->补正通知@20230526-->接收补正材料@20230713-->受理通知@20230717-->一次书面反馈@20230816-->
1265,公开募集基金募集申请注册-华西优选成长一年持有期混合型证券投资基金,机构部,华西基金管理有限责任公司,接收材料@20230519-->补正通知@20230526-->接收补正材料@20230620-->受理通知@20230626-->行政许可决定书@20230815-->
1266,公开募集基金募集申请注册-财通中证1000指数增强型证券投资基金,机构部,财通基金管理有限公司,接收材料@20230519-->受理通知@20230526-->行政许可决定书@20230811-->
1267,公开募集基金募集申请注册-信澳鑫泰6个月持有期债券型证券投资基金,机构部,信达澳亚基金管理有限公司,接收材料@20230519-->受理通知@20230526-->
1268,公开募集基金募集申请注册-浦银安盛策略优选混合型证券投资基金,机构部,浦银安盛基金管理有限公司,接收材料@20230519-->受理通知@20230526-->行政许可决定书@20230822-->
1269,公开募集基金募集申请注册-信澳鑫怡债券型证券投资基金,机构部,信达澳亚基金管理有限公司,接收材料@20230519-->
1270,公开募集基金募集申请注册-西部利得科技成长混合型证券投资基金,机构部,西部利得基金管理有限公司,接收材料@20230519-->受理通知@20230526-->
1271,上市公司向特定对象发行股票注册,发行部,无锡上机数控股份有限公司,接收材料@20230519-->
1272,上市公司向特定对象发行股票注册,发行部,千禾味业食品股份有限公司,接收材料@20230519-->
1273,公开募集基金变更注册-汇添富优势行业一年持有期混合型证券投资基金,机构部,汇添富基金管理股份有限公司,接收材料@20230519-->受理通知@20230526-->
1274,上市公司向特定对象发行股票注册,发行部,北京利尔高温材料股份有限公司,接收材料@20230519-->
1275,公开募集基金募集申请注册-华夏中证全指信息技术交易型开放式指数证券投资基金,机构部,华夏基金管理有限公司,接收材料@20230519-->受理通知@20230526-->行政许可决定书@20230704-->
1276,上市公司向特定对象发行股票注册,发行部,宏昌电子材料股份有限公司,接收材料@20230518-->
1277,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,晶澳太阳能科技股份有限公司,接收材料@20230518-->
1278,上市公司向特定对象发行股票注册,发行部,湖南正虹科技发展股份有限公司,接收材料@20230518-->
1279,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,浙江李子园食品股份有限公司,接收材料@20230518-->
1280,上市公司向特定对象发行股票注册,发行部,宁波均胜电子股份有限公司,接收材料@20230518-->
1281,公开募集基金募集申请注册-农银汇理国企优选混合型证券投资基金,机构部,农银汇理基金管理有限公司,接收材料@20230519-->受理通知@20230526-->行政许可决定书@20230911-->
1282,上市公司向特定对象发行股票注册,发行部,杭州士兰微电子股份有限公司,接收材料@20230518-->
1283,公开募集基金变更注册-工银瑞信中证全球智能汽车主题交易型开放式指数证券投资基金（QDII）,机构部,工银瑞信基金管理有限公司,接收材料@20230518-->补正通知@20230523-->
1284,公开募集基金变更注册-长信富安纯债180天持有期债券型证券投资基金,机构部,长信基金管理有限责任公司,接收材料@20230518-->受理通知@20230523-->
1285,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,浙江东亚药业股份有限公司,接收材料@20230518-->
1286,公司首次公开发行股票注册,发行部,远江盛邦（北京）网络安全科技股份有限公司,接收材料@20230518-->
1287,公开募集基金募集申请注册-华夏上证基准做市国债交易型开放式指数证券投资基金,机构部,华夏基金管理有限公司,接收材料@20230517-->补正通知@20230523-->接收补正材料@20230809-->受理通知@20230810-->
1288,公司首次公开发行股票注册,发行部,天津国安盟固利新材料科技股份有限公司,接收材料@20230517-->
1289,公开募集基金募集申请注册-泰康半导体量化优选股票型发起式证券投资基金,机构部,泰康基金管理有限公司,接收材料@20230517-->补正通知@20230523-->
1290,期货公司变更控股股东、第一大股东或者公司的实际控制人许可,期货部,上海东方期货经纪有限责任公司,接收材料@20230517-->补正通知@20230522-->补正材料交接@NA-->接收补正材料@20230529-->受理通知@20230530-->行政许可决定书@20230605-->
1291,公开募集基金募集申请注册-华润元大泓远利率债债券型证券投资基金,机构部,华润元大基金管理有限公司,接收材料@20230517-->受理通知@20230523-->一次书面反馈@20230804-->
1292,合格境外投资者资格许可,机构部,海天同创实业（新加坡）有限公司,接收材料@20230517-->受理通知@20230517-->一次书面反馈@20230522-->
1293,上市公司向特定对象发行股票注册,发行部,青岛英派斯健康科技股份有限公司,接收材料@20230516-->
1294,公募基金管理公司变更持有百分之五以上股权的股东、持股不足百分之五但对公司治理有重大影响的股东或者实际控制人审批,机构部,中庚基金管理有限公司,接收材料@20230516-->补正通知@20230522-->接收补正材料@20230601-->受理通知@20230530-->一次书面反馈@20230625-->
1295,公司首次公开发行股票注册,发行部,安徽舜禹水务股份有限公司,接收材料@20230516-->
1296,公司首次公开发行股票注册,发行部,珠海市智迪科技股份有限公司,接收材料@20230516-->
1297,公司首次公开发行股票注册,发行部,深圳市智信精密仪器股份有限公司,接收材料@20230515-->
1298,公开募集基金募集申请注册-平安中证医药及医疗器械创新交易型开放式指数证券投资基金联接基金,机构部,平安基金管理有限公司,接收材料@20230515-->补正通知@20230519-->接收补正材料@20231011-->受理通知@20231012-->
1299,上市公司向特定对象发行股票注册,发行部,新乡化纤股份有限公司,接收材料@20230428-->
1300,公开募集基金募集申请注册-长城精选进取3个月持有期混合型发起式基金中基金（FOF）,机构部,长城基金管理有限公司,接收材料@20230721-->受理通知@20230727-->
1301,公开募集基金募集申请注册-长城智盈添益债券型发起式证券投资基金,机构部,长城基金管理有限公司,接收材料@20230616-->受理通知@20230626-->
1302,公开募集基金募集申请注册-南方中证光伏产业指数发起式证券投资基金,机构部,南方基金管理股份有限公司,接收材料@20230523-->受理通知@20230529-->行政许可决定书@20230817-->
1303,公开募集基金募集申请注册-汇添富中证算力基础设施主题交易型开放式指数证券投资基金,机构部,汇添富基金管理股份有限公司,接收材料@20230523-->补正通知@20230529-->
1304,公开募集基金募集申请注册-华泰柏瑞中证算力基础设施主题交易型开放式指数证券投资基金,机构部,华泰柏瑞基金管理有限公司,接收材料@20230523-->补正通知@20230529-->
1305,公开募集基金募集申请注册-博时中证算力基础设施主题交易型开放式指数证券投资基金,机构部,博时基金管理有限公司,接收材料@20230523-->补正通知@20230529-->
1306,公开募集基金募集申请注册-兴证全球创新优势混合型证券投资基金,机构部,兴证全球基金管理有限公司,接收材料@20230522-->受理通知@20230526-->
1307,公开募集基金募集申请注册-博时标普生物科技精选行业交易型开放式指数证券投资基金（QDII）,机构部,博时基金管理有限公司,接收材料@20230519-->受理通知@20230526-->一次书面反馈@20230925-->
1308,公开募集基金募集申请注册-汇添富稳宏6个月持有期债券型证券投资基金,机构部,汇添富基金管理股份有限公司,接收材料@20230519-->补正通知@20230526-->接收补正材料@20230719-->受理通知@20230727-->
1309,公开募集基金募集申请注册-广发中证稀有金属主题交易型开放式指数证券投资基金发起式联接基金,机构部,广发基金管理有限公司,接收材料@20230519-->补正通知@20230526-->补正材料交接@NA-->接收补正材料@20230705-->受理通知@20230710-->
1310,公开募集基金变更注册-长城优质成长混合型证券投资基金,机构部,长城基金管理有限公司,接收材料@20230518-->补正通知@20230523-->
1311,公开募集基金募集申请注册-大成景熙利率债债券型证券投资基金,机构部,大成基金管理有限公司,接收材料@20230517-->受理通知@20230523-->行政许可决定书@20230901-->
1312,公开募集基金募集申请注册-博时卓越成长混合型证券投资基金,机构部,博时基金管理有限公司,接收材料@20230517-->受理通知@20230523-->行政许可决定书@20230725-->
1313,公开募集基金募集申请注册-嘉实恒生医疗保健交易型开放式指数证券投资基金（QDII）,机构部,嘉实基金管理有限公司,接收材料@20230515-->受理通知@20230519-->行政许可决定书@20230804-->
1314,公开募集基金募集申请注册-恒生前海恒源臻利债券型证券投资基金,机构部,恒生前海基金管理有限公司,接收材料@20230515-->受理通知@20230519-->
1315,公开募集基金募集申请注册-华泰柏瑞中证A股交易型开放式指数证券投资基金,机构部,华泰柏瑞基金管理有限公司,接收材料@20230515-->补正通知@20230519-->接收补正材料@20230915-->受理通知@20230918-->
1316,公开募集基金募集申请注册-富国远见价值混合型证券投资基金,机构部,富国基金管理有限公司,接收材料@20230515-->补正通知@20230519-->接收补正材料@20230822-->受理通知@20230825-->
1317,上市公司向特定对象发行股票注册,发行部,天域生态环境股份有限公司,接收材料@20230515-->
1318,公司首次公开发行股票注册,发行部,广东飞南资源利用股份有限公司,接收材料@20230512-->
1319,公开募集基金募集申请注册-东方红季鑫90天持有期纯债债券型证券投资基金,机构部,上海东方证券资产管理有限公司,接收材料@20230515-->受理通知@20230519-->
1320,公司首次公开发行股票注册,发行部,哈尔滨敷尔佳科技股份有限公司,接收材料@20230512-->
1321,公开募集基金募集申请注册-景顺长城景颐合利债券型证券投资基金,机构部,景顺长城基金管理有限公司,接收材料@20230515-->受理通知@20230519-->
1322,公开募集基金募集申请注册-浦银安盛普恒利率债债券型证券投资基金,机构部,浦银安盛基金管理有限公司,接收材料@20230515-->受理通知@20230519-->行政许可决定书@20230911-->
1323,公开募集基金募集申请注册-恒生前海中债0-3年政策性金融债指数证券投资基金,机构部,恒生前海基金管理有限公司,接收材料@20230515-->受理通知@20230519-->
1324,公开募集基金募集申请注册-泰康安扬纯债一年定期开放债券型发起式证券投资基金,机构部,泰康基金管理有限公司,接收材料@20230515-->受理通知@20230519-->
1325,公募基金管理公司设立境内子公司审批,机构部,嘉实基金管理有限公司,接收材料@20230512-->补正通知@20230519-->
1326,公开募集基金变更注册-永赢瑞弘12个月持有期债券型证券投资基金,机构部,永赢基金管理有限公司,接收材料@20230512-->受理通知@20230518-->
1327,公开募集基金募集申请注册-路博迈研究精选混合型证券投资基金,机构部,路博迈基金管理（中国）有限公司,接收材料@20230512-->受理通知@20230518-->行政许可决定书@20230615-->
1328,公开募集基金募集申请注册-广发中证港股通汽车产业主题交易型开放式指数证券投资基金,机构部,广发基金管理有限公司,接收材料@20230512-->补正通知@20230518-->
1329,公开募集基金变更注册-易米和宜三个月定期开放债券型证券投资基金,机构部,易米基金管理有限公司,接收材料@20230512-->受理通知@20230518-->
1330,公开募集基金募集申请注册-平安国证2000交易型开放式指数证券投资基金,机构部,平安基金管理有限公司,接收材料@20230512-->补正通知@20230518-->接收补正材料@20230607-->受理通知@20230629-->行政许可决定书@20230706-->
1331,公开募集基金募集申请注册-中欧数字经济混合型发起式证券投资基金,机构部,中欧基金管理有限公司,接收材料@20230512-->受理通知@20230518-->行政许可决定书@20230719-->
1332,公开募集基金募集申请注册-景顺长城臻享资产配置一年封闭运作混合型基金中基金（FOF-LOF）,机构部,景顺长城基金管理有限公司,接收材料@20230512-->受理通知@20230518-->
1333,公开募集基金募集申请注册-广发中债0-2年政策性金融债指数证券投资基金,机构部,广发基金管理有限公司,接收材料@20230511-->受理通知@20230516-->
1334,公开募集基金募集申请注册-国泰君安安睿纯债债券型证券投资基金,机构部,上海国泰君安证券资产管理有限公司,接收材料@20230511-->受理通知@20230516-->行政许可决定书@20230822-->
1335,公开募集基金募集申请注册-广发成长启航混合型证券投资基金,机构部,广发基金管理有限公司,接收材料@20230511-->受理通知@20230516-->行政许可决定书@20230627-->
1336,公开募集基金募集申请注册-华宸未来富利30个月封闭式债券型证券投资基金,机构部,华宸未来基金管理有限公司,接收材料@20230511-->补正通知@20230516-->接收补正材料@20230601-->
1337,证券公司申请增加部分业务种类核准（证券经纪，证券投资咨询，与证券交易、证券投资活动有关的财务顾问，证券自营，证券资产管理，证券承销，代销金融产品）,机构部,财通证券资产管理有限公司,接收材料@20230512-->补正通知@20230516-->补正材料交接@NA-->接收补正材料@20230612-->
1338,公开募集基金募集申请注册-富国中证沪港深创新药产业交易型开放式指数证券投资基金发起式联接基金,机构部,富国基金管理有限公司,接收材料@20230510-->受理通知@20230516-->
1339,公开募集基金募集申请注册-鹏华易诚积极3个月持有期混合型基金中基金（FOF）,机构部,鹏华基金管理有限公司,接收材料@20230510-->受理通知@20230516-->行政许可决定书@20230627-->
1340,向不特定合格投资者公开发行股票并在北京证券交易所上市注册,公众公司部,威海市天罡仪表股份有限公司,接收材料@20230510-->
1341,公司首次公开发行股票注册,发行部,四川港通医疗设备集团股份有限公司,接收材料@20230508-->
1342,公司首次公开发行股票注册,发行部,银川威力传动技术股份有限公司,接收材料@20230508-->
1343,公司首次公开发行股票注册,发行部,金凯（辽宁）生命科技股份有限公司,接收材料@20230508-->
1344,公司首次公开发行股票注册,发行部,深圳民爆光电股份有限公司,接收材料@20230508-->
1345,公司首次公开发行股票注册,发行部,广东明阳电气股份有限公司,接收材料@20230508-->
1346,公司首次公开发行股票注册,发行部,上海维科精密模塑股份有限公司,接收材料@20230508-->
1347,公司首次公开发行股票注册,发行部,长华化学科技股份有限公司,接收材料@20230508-->
1348,上市公司向特定对象发行股票注册,发行部,天津中绿电投资股份有限公司,接收材料@20230428-->
1349,上市公司向特定对象发行股票注册,发行部,天马微电子股份有限公司,接收材料@20230428-->
1350,公开募集基金募集申请注册-易方达上证科创板成长交易型开放式指数证券投资基金,机构部,易方达基金管理有限公司,接收材料@20230717-->受理通知@20230720-->行政许可决定书@20230803-->
1351,公开募集基金募集申请注册-圆信永丰瑞和39个月封闭式纯债债券型证券投资基金,机构部,圆信永丰基金管理有限公司,接收材料@20230628-->补正通知@20230705-->
1352,公开募集基金募集申请注册-富国中证算力基础设施主题交易型开放式指数证券投资基金,机构部,富国基金管理有限公司,接收材料@20230523-->补正通知@20230529-->
1353,公开募集基金募集申请注册-国泰中证算力基础设施主题交易型开放式指数证券投资基金,机构部,国泰基金管理有限公司,接收材料@20230523-->补正通知@20230529-->
1354,公开募集基金募集申请注册-广发中证算力基础设施主题交易型开放式指数证券投资基金,机构部,广发基金管理有限公司,接收材料@20230523-->补正通知@20230529-->
1355,公开募集基金募集申请注册-兴业稳福120天持有期债券型证券投资基金,机构部,兴业基金管理有限公司,接收材料@20230518-->受理通知@20230523-->
